Date,Ticker,isPartial,Noise
2020-01-05,MSFT,False,32
2020-01-12,MSFT,False,32
2020-01-19,MSFT,False,25
2020-01-26,MSFT,False,55
2020-02-02,MSFT,False,54
2020-02-09,MSFT,False,69
2020-02-16,MSFT,False,43
2020-02-23,MSFT,False,79
2020-03-01,MSFT,False,71
2020-03-08,MSFT,False,87
2020-03-15,MSFT,False,84
2020-03-22,MSFT,False,67
2020-03-29,MSFT,False,59
2020-04-05,MSFT,False,45
2020-04-12,MSFT,False,53
2020-04-19,MSFT,False,50
2020-04-26,MSFT,False,70
2020-05-03,MSFT,False,50
2020-05-10,MSFT,False,44
2020-05-17,MSFT,False,42
2020-05-24,MSFT,False,33
2020-05-31,MSFT,False,39
2020-06-07,MSFT,False,51
2020-06-14,MSFT,False,45
2020-06-21,MSFT,False,52
2020-06-28,MSFT,False,41
2020-07-05,MSFT,False,48
2020-07-12,MSFT,False,54
2020-07-19,MSFT,False,100
2020-07-26,MSFT,False,62
2020-08-02,MSFT,False,83
2020-08-09,MSFT,False,55
2020-08-16,MSFT,False,49
2020-08-23,MSFT,False,61
2020-08-30,MSFT,False,62
2020-09-06,MSFT,False,53
2020-09-13,MSFT,False,53
2020-09-20,MSFT,False,46
2020-09-27,MSFT,False,38
2020-10-04,MSFT,False,32
2020-10-11,MSFT,False,35
2020-10-18,MSFT,False,33
2020-10-25,MSFT,False,65
2020-11-01,MSFT,False,38
2020-11-08,MSFT,False,36
2020-11-15,MSFT,False,36
2020-11-22,MSFT,False,30
2020-11-29,MSFT,False,27
2020-12-06,MSFT,True,22
2020-01-05,TSLA,False,25
2020-01-12,TSLA,False,31
2020-01-19,TSLA,False,26
2020-01-26,TSLA,False,40
2020-02-02,TSLA,False,99
2020-02-09,TSLA,False,41
2020-02-16,TSLA,False,38
2020-02-23,TSLA,False,42
2020-03-01,TSLA,False,33
2020-03-08,TSLA,False,38
2020-03-15,TSLA,False,39
2020-03-22,TSLA,False,29
