Date,Ticker,isPartial,Noise
2020-01-05,JPM,False,31
2020-01-12,JPM,False,49
2020-01-19,JPM,False,21
2020-01-26,JPM,False,23
2020-02-02,JPM,False,25
2020-02-09,JPM,False,23
2020-02-16,JPM,False,19
2020-02-23,JPM,False,35
2020-03-01,JPM,False,42
2020-03-08,JPM,False,78
2020-03-15,JPM,False,73
2020-03-22,JPM,False,64
2020-03-29,JPM,False,51
2020-04-05,JPM,False,48
2020-04-12,JPM,False,100
2020-04-19,JPM,False,52
2020-04-26,JPM,False,50
2020-05-03,JPM,False,42
2020-05-10,JPM,False,56
2020-05-17,JPM,False,44
2020-05-24,JPM,False,47
2020-05-31,JPM,False,52
2020-06-07,JPM,False,55
2020-06-14,JPM,False,45
2020-06-21,JPM,False,58
2020-06-28,JPM,False,44
2020-07-05,JPM,False,54
2020-07-12,JPM,False,91
2020-07-19,JPM,False,40
2020-07-26,JPM,False,43
2020-08-02,JPM,False,39
2020-08-09,JPM,False,42
2020-08-16,JPM,False,39
2020-08-23,JPM,False,40
2020-08-30,JPM,False,40
2020-09-06,JPM,False,34
2020-09-13,JPM,False,36
2020-09-20,JPM,False,41
2020-09-27,JPM,False,34
2020-10-04,JPM,False,32
2020-10-11,JPM,False,52
2020-10-18,JPM,False,30
2020-10-25,JPM,False,33
2020-11-01,JPM,False,28
2020-11-08,JPM,False,42
2020-11-15,JPM,False,35
2020-11-22,JPM,False,27
2020-11-29,JPM,False,34
2020-12-06,JPM,True,23
