Date,Ticker,isPartial,Noise
2020-01-05,AMZN,False,39
2020-01-12,AMZN,False,30
2020-01-19,AMZN,False,26
2020-01-26,AMZN,False,78
2020-02-02,AMZN,False,54
2020-02-09,AMZN,False,50
2020-02-16,AMZN,False,33
2020-02-23,AMZN,False,56
2020-03-01,AMZN,False,50
2020-03-08,AMZN,False,75
2020-03-15,AMZN,False,89
2020-03-22,AMZN,False,63
2020-03-29,AMZN,False,47
2020-04-05,AMZN,False,43
2020-04-12,AMZN,False,80
2020-04-19,AMZN,False,65
2020-04-26,AMZN,False,100
2020-05-03,AMZN,False,54
2020-05-10,AMZN,False,44
2020-05-17,AMZN,False,50
2020-05-24,AMZN,False,37
2020-05-31,AMZN,False,39
2020-06-07,AMZN,False,55
2020-06-14,AMZN,False,45
2020-06-21,AMZN,False,49
2020-06-28,AMZN,False,50
2020-07-05,AMZN,False,81
2020-07-12,AMZN,False,82
2020-07-19,AMZN,False,80
2020-07-26,AMZN,False,99
2020-08-02,AMZN,False,60
2020-08-09,AMZN,False,53
2020-08-16,AMZN,False,58
2020-08-23,AMZN,False,59
2020-08-30,AMZN,False,72
2020-09-06,AMZN,False,51
2020-09-13,AMZN,False,52
2020-09-20,AMZN,False,60
2020-09-27,AMZN,False,50
2020-10-04,AMZN,False,47
2020-10-11,AMZN,False,58
2020-10-18,AMZN,False,47
2020-10-25,AMZN,False,74
2020-11-01,AMZN,False,48
2020-11-08,AMZN,False,63
2020-11-15,AMZN,False,49
2020-11-22,AMZN,False,41
2020-11-29,AMZN,False,45
2020-12-06,AMZN,True,30
