Date,Ticker,isPartial,Noise
2020-01-05,GOOGL,False,72
2020-01-12,GOOGL,False,82
2020-01-19,GOOGL,False,73
2020-01-26,GOOGL,False,76
2020-02-02,GOOGL,False,100
2020-02-09,GOOGL,False,88
2020-02-16,GOOGL,False,73
2020-02-23,GOOGL,False,86
2020-03-01,GOOGL,False,87
2020-03-08,GOOGL,False,88
2020-03-15,GOOGL,False,89
2020-03-22,GOOGL,False,97
2020-03-29,GOOGL,False,83
2020-04-05,GOOGL,False,80
2020-04-12,GOOGL,False,83
2020-04-19,GOOGL,False,80
2020-04-26,GOOGL,False,100
2020-05-03,GOOGL,False,79
2020-05-10,GOOGL,False,75
2020-05-17,GOOGL,False,74
2020-05-24,GOOGL,False,59
2020-05-31,GOOGL,False,54
2020-06-07,GOOGL,False,55
2020-06-14,GOOGL,False,50
2020-06-21,GOOGL,False,51
2020-06-28,GOOGL,False,46
2020-07-05,GOOGL,False,52
2020-07-12,GOOGL,False,52
2020-07-19,GOOGL,False,48
2020-07-26,GOOGL,False,66
2020-08-02,GOOGL,False,57
2020-08-09,GOOGL,False,59
2020-08-16,GOOGL,False,75
2020-08-23,GOOGL,False,88
2020-08-30,GOOGL,False,95
2020-09-06,GOOGL,False,88
2020-09-13,GOOGL,False,94
2020-09-20,GOOGL,False,94
2020-09-27,GOOGL,False,73
2020-10-04,GOOGL,False,66
2020-10-11,GOOGL,False,55
2020-10-18,GOOGL,False,56
2020-10-25,GOOGL,False,65
2020-11-01,GOOGL,False,47
2020-11-08,GOOGL,False,53
2020-11-15,GOOGL,False,48
2020-11-22,GOOGL,False,41
2020-11-29,GOOGL,False,50
2020-12-06,GOOGL,True,48
