Date,Ticker,isPartial,Noise
2020-01-05,ORCL,False,14
2020-01-12,ORCL,False,15
2020-01-19,ORCL,False,10
2020-01-26,ORCL,False,14
2020-02-02,ORCL,False,10
2020-02-09,ORCL,False,10
2020-02-16,ORCL,False,10
2020-02-23,ORCL,False,13
2020-03-01,ORCL,False,20
2020-03-08,ORCL,False,38
2020-03-15,ORCL,False,30
2020-03-22,ORCL,False,22
2020-03-29,ORCL,False,21
2020-04-05,ORCL,False,15
2020-04-12,ORCL,False,16
2020-04-19,ORCL,False,16
2020-04-26,ORCL,False,14
2020-05-03,ORCL,False,13
2020-05-10,ORCL,False,13
2020-05-17,ORCL,False,15
2020-05-24,ORCL,False,13
2020-05-31,ORCL,False,17
2020-06-07,ORCL,False,18
2020-06-14,ORCL,False,41
2020-06-21,ORCL,False,27
2020-06-28,ORCL,False,20
2020-07-05,ORCL,False,20
2020-07-12,ORCL,False,15
2020-07-19,ORCL,False,18
2020-07-26,ORCL,False,14
2020-08-02,ORCL,False,15
2020-08-09,ORCL,False,9
2020-08-16,ORCL,False,20
2020-08-23,ORCL,False,24
2020-08-30,ORCL,False,26
2020-09-06,ORCL,False,30
2020-09-13,ORCL,False,100
2020-09-20,ORCL,False,48
2020-09-27,ORCL,False,21
2020-10-04,ORCL,False,20
2020-10-11,ORCL,False,20
2020-10-18,ORCL,False,14
2020-10-25,ORCL,False,13
2020-11-01,ORCL,False,10
2020-11-08,ORCL,False,12
2020-11-15,ORCL,False,12
2020-11-22,ORCL,False,9
2020-11-29,ORCL,False,11
2020-12-06,ORCL,True,7
