,id,date,search
0,1337102848727855107,2020-12-10,MSFT
1,1337102759074484225,2020-12-10,MSFT
2,1337102547061002243,2020-12-10,MSFT
3,1337102516798943233,2020-12-10,MSFT
4,1337102335043121152,2020-12-10,MSFT
5,1337102331746377731,2020-12-10,MSFT
6,1337102289492971521,2020-12-10,MSFT
7,1337102283465781248,2020-12-10,MSFT
8,1337102258576744449,2020-12-10,MSFT
9,1337102229443137538,2020-12-10,MSFT
10,1337102178385883137,2020-12-10,MSFT
11,1337102164167168001,2020-12-10,MSFT
12,1337102051583684610,2020-12-10,MSFT
13,1337102009200152576,2020-12-10,MSFT
14,1337101913171451904,2020-12-10,MSFT
15,1337101692026810369,2020-12-10,MSFT
16,1337101599655735299,2020-12-10,MSFT
17,1337101444810330112,2020-12-10,MSFT
18,1337101277885464576,2020-12-10,MSFT
19,1337101229273464833,2020-12-10,MSFT
20,1337101175729123328,2020-12-10,MSFT
21,1337101148621217793,2020-12-10,MSFT
22,1337101079784402945,2020-12-10,MSFT
23,1337101049732067329,2020-12-10,MSFT
24,1337101021118545920,2020-12-10,MSFT
25,1337100941934227457,2020-12-10,MSFT
26,1337100685704388609,2020-12-10,MSFT
27,1337100544280825857,2020-12-10,MSFT
28,1337100189157486592,2020-12-10,MSFT
29,1337100127161507841,2020-12-10,MSFT
30,1337099763255226377,2020-12-10,MSFT
31,1337099584334651399,2020-12-10,MSFT
32,1337099365907898369,2020-12-10,MSFT
33,1337099285243056133,2020-12-10,MSFT
34,1337098856077680643,2020-12-10,MSFT
35,1337098457765568512,2020-12-10,MSFT
36,1337098389050241026,2020-12-10,MSFT
37,1337098222209097728,2020-12-10,MSFT
38,1337098029187428353,2020-12-10,MSFT
39,1337098010975633408,2020-12-10,MSFT
40,1337098000942960641,2020-12-10,MSFT
41,1337097981628014592,2020-12-10,MSFT
42,1337097964418949120,2020-12-10,MSFT
43,1337097535265984512,2020-12-10,MSFT
44,1337097152040857602,2020-12-10,MSFT
45,1337097075696263168,2020-12-10,MSFT
46,1337097059803877384,2020-12-10,MSFT
47,1337096629254545413,2020-12-10,MSFT
48,1337096556281880576,2020-12-10,MSFT
49,1337096345988042755,2020-12-10,MSFT
50,1337096256162852864,2020-12-10,MSFT
51,1337096116601573377,2020-12-10,MSFT
52,1337095988356366337,2020-12-10,MSFT
53,1337095988339601408,2020-12-10,MSFT
54,1337095975928815616,2020-12-10,MSFT
55,1337095623032467456,2020-12-10,MSFT
56,1337095475196010497,2020-12-10,MSFT
57,1337095473996455937,2020-12-10,MSFT
58,1337095417440268289,2020-12-10,MSFT
59,1337095399320989697,2020-12-10,MSFT
60,1337095276365025280,2020-12-10,MSFT
61,1337095233037873152,2020-12-10,MSFT
62,1337095163404046342,2020-12-10,MSFT
63,1337095143929819136,2020-12-10,MSFT
64,1337095051537629184,2020-12-10,MSFT
65,1337094815339728896,2020-12-10,MSFT
66,1337094784809242624,2020-12-10,MSFT
67,1337094766467674113,2020-12-10,MSFT
68,1337094763548446730,2020-12-10,MSFT
69,1337094762738880512,2020-12-10,MSFT
70,1337094746318270464,2020-12-10,MSFT
71,1337094744502099991,2020-12-10,MSFT
72,1337094523382427649,2020-12-10,MSFT
73,1337093960506990595,2020-12-10,MSFT
74,1337093410927247360,2020-12-10,MSFT
75,1337093261463318528,2020-12-10,MSFT
76,1337093106181746688,2020-12-10,MSFT
77,1337092999533133824,2020-12-10,MSFT
78,1337092999168274435,2020-12-10,MSFT
79,1337092977445912576,2020-12-10,MSFT
80,1337092907510231045,2020-12-10,MSFT
81,1337092791743127552,2020-12-10,MSFT
82,1337092645005488128,2020-12-10,MSFT
83,1337092574738169856,2020-12-10,MSFT
84,1337092413437878274,2020-12-10,MSFT
85,1337092225658916865,2020-12-10,MSFT
86,1337092213399023618,2020-12-10,MSFT
87,1337092100391804928,2020-12-10,MSFT
88,1337091904664530944,2020-12-10,MSFT
89,1337091709830713344,2020-12-10,MSFT
90,1337091442540425217,2020-12-10,MSFT
91,1337091354514612228,2020-12-10,MSFT
92,1337091283827924993,2020-12-10,MSFT
93,1337091272423723011,2020-12-10,MSFT
94,1337091183550459904,2020-12-10,MSFT
95,1337091147089412096,2020-12-10,MSFT
96,1337091135714459648,2020-12-10,MSFT
97,1337091016738869249,2020-12-10,MSFT
98,1337090604170420231,2020-12-10,MSFT
99,1337090575133249536,2020-12-10,MSFT
100,1337090356605665280,2020-12-10,MSFT
101,1337090056851517444,2020-12-10,MSFT
102,1337090013494972416,2020-12-10,MSFT
103,1337089674892947456,2020-12-10,MSFT
104,1337089609096982530,2020-12-10,MSFT
105,1337089493103415299,2020-12-10,MSFT
106,1337089303843921924,2020-12-10,MSFT
107,1337089259916824576,2020-12-10,MSFT
108,1337089189364391936,2020-12-10,MSFT
109,1337088884308492288,2020-12-10,MSFT
110,1337088874426888198,2020-12-10,MSFT
111,1337088777836064768,2020-12-10,MSFT
112,1337088769242095617,2020-12-10,MSFT
113,1337088602686144512,2020-12-10,MSFT
114,1337088438403796993,2020-12-10,MSFT
115,1337088290818670593,2020-12-10,MSFT
116,1337088248238182401,2020-12-10,MSFT
117,1337087344399224834,2020-12-10,MSFT
118,1337087243186540550,2020-12-10,MSFT
119,1337087196243759105,2020-12-10,MSFT
120,1337087098088796166,2020-12-10,MSFT
121,1337087090421534721,2020-12-10,MSFT
122,1337087069722607621,2020-12-10,MSFT
123,1337086869889294340,2020-12-10,MSFT
124,1337086685176279040,2020-12-10,MSFT
125,1337086272255488004,2020-12-10,MSFT
126,1337086205192769538,2020-12-10,MSFT
127,1337086152549965824,2020-12-10,MSFT
128,1337086114637565952,2020-12-10,MSFT
129,1337085978477989895,2020-12-10,MSFT
130,1337085706301100033,2020-12-10,MSFT
131,1337085496858591234,2020-12-10,MSFT
132,1337085418475573249,2020-12-10,MSFT
133,1337085412343504899,2020-12-10,MSFT
134,1337085149801017352,2020-12-10,MSFT
135,1337085089373548544,2020-12-10,MSFT
136,1337084995924463617,2020-12-10,MSFT
137,1337084905239408640,2020-12-10,MSFT
138,1337084757016887297,2020-12-10,MSFT
139,1337084663471304705,2020-12-10,MSFT
140,1337084644081078277,2020-12-10,MSFT
141,1337084549365342209,2020-12-10,MSFT
142,1337084402585673728,2020-12-10,MSFT
143,1337084311422574593,2020-12-10,MSFT
144,1337084284717260800,2020-12-10,MSFT
145,1337084275099901954,2020-12-10,MSFT
